201810230000,0%
201810230001,0%
201810230002,0%
201810230003,0%
201810230004,0%
201810230005,0%
201810230006,0%
201810230007,0%
201810230008,0%
201810230009,0%
201810230010,0%
201810230011,0%
201810230012,0%
201810230013,0%
201810230014,0%
201810230015,0%
201810230016,0%
201810230017,0%
201810230018,0%
201810230019,0%
201810230020,0%
201810230021,0%
201810230022,0%
201810230023,0%
201810230024,0%
201810230025,0%
201810230026,0%
201810230027,0%
201810230028,0%
201810230029,0%
201810230030,0%
201810230031,0%
201810230032,0%
201810230033,0%
201810230034,0%
201810230035,0%
201810230036,0%
201810230037,0%
201810230038,0%
201810230039,0%
201810230040,0%
201810230041,0%
201810230042,0%
201810230043,0%
201810230044,0%
201810230045,0%
201810230046,0%
201810230047,0%
201810230048,0%
201810230049,0%
201810230050,0%
201810230051,0%
201810230052,0%
201810230053,0%
201810230054,0%
201810230055,0%
201810230056,0%
201810230057,0%
201810230058,0%
201810230059,0%
201810230100,0%
201810230101,0%
201810230102,0%
201810230103,0%
201810230104,0%
201810230105,0%
201810230106,0%
201810230107,0%
201810230108,0%
201810230109,0%
201810230110,0%
201810230111,0%
201810230112,0%
201810230113,0%
201810230114,0%
201810230115,0%
201810230116,0%
201810230117,0%
201810230118,0%
201810230119,0%
201810230120,0%
201810230121,0%
201810230122,0%
201810230123,0%
201810230124,0%
201810230125,0%
201810230125,0%
201810230126,0%
201810230127,0%
201810230128,0%
201810230129,0%
201810230130,0%
201810230131,0%
201810230132,0%
201810230133,0%
201810230134,0%
201810230135,0%
201810230136,0%
201810230137,0%
201810230138,0%
201810230139,0%
201810230140,0%
201810230141,0%
201810230142,0%
201810230143,0%
201810230144,0%
201810230145,0%
201810230146,0%
201810230147,0%
201810230148,0%
201810230149,0%
201810230150,0%
201810230151,0%
201810230152,0%
201810230153,0%
201810230154,0%
201810230155,0%
201810230156,0%
201810230157,0%
201810230158,0%
201810230159,0%
201810230200,0%
201810230201,0%
201810230202,0%
201810230203,0%
201810230204,0%
201810230205,0%
201810230206,0%
201810230207,0%
201810230208,0%
201810230209,0%
201810230210,0%
201810230211,0%
201810230212,0%
201810230213,0%
201810230214,0%
201810230215,0%
201810230216,0%
201810230217,0%
201810230218,0%
201810230219,0%
201810230220,0%
201810230221,0%
201810230222,0%
201810230223,0%
201810230224,0%
201810230225,0%
201810230226,0%
201810230227,0%
201810230228,0%
201810230229,0%
201810230230,0%
201810230231,0%
201810230232,0%
201810230233,0%
201810230234,0%
201810230235,0%
201810230236,0%
201810230237,0%
201810230238,0%
201810230239,0%
201810230240,0%
201810230241,0%
201810230242,0%
201810230243,0%
201810230244,0%
201810230245,0%
201810230246,0%
201810230247,0%
201810230248,0%
201810230249,0%
201810230250,0%
201810230251,0%
201810230252,0%
201810230253,0%
201810230254,0%
201810230255,0%
201810230256,0%
201810230257,0%
201810230258,0%
201810230259,0%
201810230300,0%
201810230301,0%
201810230302,0%
201810230303,0%
201810230304,0%
201810230305,0%
201810230306,0%
201810230307,0%
201810230308,0%
201810230309,0%
201810230310,0%
201810230311,0%
201810230312,0%
201810230313,0%
201810230314,0%
201810230315,0%
201810230316,0%
201810230317,0%
201810230318,0%
201810230319,0%
201810230320,0%
201810230321,0%
201810230322,0%
201810230323,0%
201810230324,0%
201810230325,0%
201810230326,0%
201810230327,0%
201810230328,0%
201810230329,0%
201810230330,0%
201810230331,0%
201810230332,0%
201810230333,0%
201810230334,0%
201810230335,0%
201810230336,0%
201810230337,0%
201810230338,0%
201810230339,0%
201810230340,0%
201810230341,0%
201810230342,0%
201810230343,0%
